date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:27:09	2773/2773	---M--	200	added ('OK')	image/png	etag:%225edb76db-ad5%22	https://html.vlthemes.me/mikael/assets/img/root/awards-01.png	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/root/awards-01.png	(from https://html.vlthemes.me/mikael/)
10:27:09	192165/192165	---M--	200	added ('OK')	image/jpeg	etag:%225edb76da-2eea5%22	https://html.vlthemes.me/mikael/assets/img/portfolio-05.jpg	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/portfolio-05.jpg	(from https://html.vlthemes.me/mikael/)
10:27:09	5660/5660	---M--	200	added ('OK')	image/png	etag:%225edb76db-161c%22	https://html.vlthemes.me/mikael/assets/img/root/awards-02.png	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/root/awards-02.png	(from https://html.vlthemes.me/mikael/)
10:27:10	2995/2995	---M--	200	added ('OK')	image/png	etag:%225edb76db-bb3%22	https://html.vlthemes.me/mikael/assets/img/root/awards-03.png	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/root/awards-03.png	(from https://html.vlthemes.me/mikael/)
10:27:11	1310151/1310151	---M--	200	added ('OK')	image/png	etag:%225edb76d9-13fdc7%22	https://html.vlthemes.me/mikael/assets/img/attachment-01.png	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/attachment-01.png	(from https://html.vlthemes.me/mikael/)
10:27:11	179258/179258	---M--	200	added ('OK')	image/jpeg	etag:%225edb76d9-2bc3a%22	https://html.vlthemes.me/mikael/assets/img/attachment-04.jpg	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/attachment-04.jpg	(from https://html.vlthemes.me/mikael/)
10:27:11	91731/91731	---M--	200	added ('OK')	image/png	etag:%225edb76db-16653%22	https://html.vlthemes.me/mikael/assets/img/root/cartographer.png	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/root/cartographer.png	(from https://html.vlthemes.me/mikael/)
10:27:12	374091/374091	---M--	200	added ('OK')	image/jpeg	etag:%225edb76d9-5b54b%22	https://html.vlthemes.me/mikael/assets/img/attachment-06.jpg	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/attachment-06.jpg	(from https://html.vlthemes.me/mikael/)
10:27:12	29595/29595	---M--	200	added ('OK')	image/jpeg	etag:%225edb76d9-739b%22	https://html.vlthemes.me/mikael/assets/img/avatar-01.jpg	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/avatar-01.jpg	(from https://html.vlthemes.me/mikael/)
10:27:12	37210/37210	---M--	200	added ('OK')	image/jpeg	etag:%225edb76d9-915a%22	https://html.vlthemes.me/mikael/assets/img/avatar-02.jpg	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/avatar-02.jpg	(from https://html.vlthemes.me/mikael/)
10:27:12	29279/29279	---M--	200	added ('OK')	image/jpeg	etag:%225edb76da-725f%22	https://html.vlthemes.me/mikael/assets/img/avatar-03.jpg	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/avatar-03.jpg	(from https://html.vlthemes.me/mikael/)
10:27:13	3544/3544	---M--	200	added ('OK')	image/png	etag:%225edb76db-dd8%22	https://html.vlthemes.me/mikael/assets/img/root/client-1.png	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/root/client-1.png	(from https://html.vlthemes.me/mikael/)
10:27:13	4870/4870	---M--	200	added ('OK')	image/png	etag:%225edb76db-1306%22	https://html.vlthemes.me/mikael/assets/img/root/client-2.png	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/root/client-2.png	(from https://html.vlthemes.me/mikael/)
10:27:13	5512/5512	---M--	200	added ('OK')	image/png	etag:%225edb76db-1588%22	https://html.vlthemes.me/mikael/assets/img/root/client-3.png	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/root/client-3.png	(from https://html.vlthemes.me/mikael/)
10:27:13	3285/3285	---M--	200	added ('OK')	image/png	etag:%225edb76db-cd5%22	https://html.vlthemes.me/mikael/assets/img/root/client-4.png	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/root/client-4.png	(from https://html.vlthemes.me/mikael/)
10:27:14	3763/3763	---M--	200	added ('OK')	image/png	etag:%225edb76db-eb3%22	https://html.vlthemes.me/mikael/assets/img/root/client-5.png	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/root/client-5.png	(from https://html.vlthemes.me/mikael/)
10:27:15	259531/259531	---M--	200	added ('OK')	image/jpeg	etag:%225edb76d9-3f5cb%22	https://html.vlthemes.me/mikael/assets/img/attachment-08.jpg	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/attachment-08.jpg	(from https://html.vlthemes.me/mikael/)
10:27:15	56701/56701	---M--	200	added ('OK')	image/jpeg	etag:%225edb76d9-dd7d%22	https://html.vlthemes.me/mikael/assets/img/attachment-05.jpg	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/attachment-05.jpg	(from https://html.vlthemes.me/mikael/)
10:27:15	217871/217871	---M--	200	added ('OK')	image/jpeg	etag:%225edb76d9-3530f%22	https://html.vlthemes.me/mikael/assets/img/attachment-09.jpg	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/attachment-09.jpg	(from https://html.vlthemes.me/mikael/)
10:27:16	195239/195239	---M--	200	added ('OK')	image/jpeg	etag:%225edb76d9-2faa7%22	https://html.vlthemes.me/mikael/assets/img/attachment-10.jpg	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/attachment-10.jpg	(from https://html.vlthemes.me/mikael/)
10:27:16	89475/89475	---MCZ	200	added ('OK')	application/javascript	etag:W/%225edb76dd-15d83%22	https://html.vlthemes.me/mikael/assets/vendors/jquery-3.5.1.min.js	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/vendors/jquery-3.5.1.min.js	(from https://html.vlthemes.me/mikael/)
10:27:16	3524/3524	---MCZ	200	added ('OK')	application/javascript	etag:W/%225edb76dc-dc4%22	https://html.vlthemes.me/mikael/assets/scripts/vlt-helpers.js	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/scripts/vlt-helpers.js	(from https://html.vlthemes.me/mikael/)
10:27:17	339777/339777	---MCZ	200	added ('OK')	application/javascript	etag:W/%225edb76dc-52f41%22	https://html.vlthemes.me/mikael/assets/scripts/vlt-plugins.min.js	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/scripts/vlt-plugins.min.js	(from https://html.vlthemes.me/mikael/)
10:27:17	10747/10747	---MCZ	200	added ('OK')	application/javascript	etag:W/%225edb76dc-29fb%22	https://html.vlthemes.me/mikael/assets/scripts/vlt-controllers.min.js	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/scripts/vlt-controllers.min.js	(from https://html.vlthemes.me/mikael/)
10:27:17	108172/108172	---M--	200	added ('OK')	application/octet-stream	etag:%225edb76d7-1a68c%22	https://html.vlthemes.me/mikael/assets/fonts/Inter/Inter-Italic.woff2	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/fonts/Inter/Inter-Italic.woff2	(from https://html.vlthemes.me/mikael/assets/fonts/Inter/style.css)
10:27:18	143476/143476	---M--	200	added ('OK')	application/font-woff	etag:%225edb76d8-23074%22	https://html.vlthemes.me/mikael/assets/fonts/Inter/Inter-Italic.woff	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/fonts/Inter/Inter-Italic.woff	(from https://html.vlthemes.me/mikael/assets/fonts/Inter/style.css)
10:27:18	100368/100368	---M--	200	added ('OK')	application/octet-stream	etag:%225edb76d8-18810%22	https://html.vlthemes.me/mikael/assets/fonts/Inter/Inter-Regular.woff2	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/fonts/Inter/Inter-Regular.woff2	(from https://html.vlthemes.me/mikael/assets/fonts/Inter/style.css)
10:27:19	134996/134996	---M--	200	added ('OK')	application/font-woff	etag:%225edb76d8-20f54%22	https://html.vlthemes.me/mikael/assets/fonts/Inter/Inter-Regular.woff	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/fonts/Inter/Inter-Regular.woff	(from https://html.vlthemes.me/mikael/assets/fonts/Inter/style.css)
10:27:20	106484/106484	---M--	200	added ('OK')	application/octet-stream	etag:%225edb76d8-19ff4%22	https://html.vlthemes.me/mikael/assets/fonts/Inter/Inter-Medium.woff2	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/fonts/Inter/Inter-Medium.woff2	(from https://html.vlthemes.me/mikael/assets/fonts/Inter/style.css)
10:27:20	106916/106916	---M--	200	added ('OK')	application/octet-stream	etag:%225edb76d8-1a1a4%22	https://html.vlthemes.me/mikael/assets/fonts/Inter/Inter-SemiBold.woff2	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/fonts/Inter/Inter-SemiBold.woff2	(from https://html.vlthemes.me/mikael/assets/fonts/Inter/style.css)
10:27:20	142780/142780	---M--	200	added ('OK')	application/font-woff	etag:%225edb76d8-22dbc%22	https://html.vlthemes.me/mikael/assets/fonts/Inter/Inter-Medium.woff	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/fonts/Inter/Inter-Medium.woff	(from https://html.vlthemes.me/mikael/assets/fonts/Inter/style.css)
10:27:21	143148/143148	---M--	200	added ('OK')	application/font-woff	etag:%225edb76d8-22f2c%22	https://html.vlthemes.me/mikael/assets/fonts/Inter/Inter-SemiBold.woff	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/fonts/Inter/Inter-SemiBold.woff	(from https://html.vlthemes.me/mikael/assets/fonts/Inter/style.css)
10:27:22	107144/107144	---M--	200	added ('OK')	application/octet-stream	etag:%225edb76d8-1a288%22	https://html.vlthemes.me/mikael/assets/fonts/Inter/Inter-Bold.woff2	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/fonts/Inter/Inter-Bold.woff2	(from https://html.vlthemes.me/mikael/assets/fonts/Inter/style.css)
10:27:22	988/988	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225edb76db-3dc%22	https://html.vlthemes.me/mikael/assets/img/root/quote.svg	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/img/root/quote.svg	(from https://html.vlthemes.me/mikael/assets/css/vlt-main.min.css)
10:27:22	143464/143464	---M--	200	added ('OK')	application/font-woff	etag:%225edb76d7-23068%22	https://html.vlthemes.me/mikael/assets/fonts/Inter/Inter-Bold.woff	C:/My%20Web%20Sites/WEB%20CV/html.vlthemes.me/mikael/assets/fonts/Inter/Inter-Bold.woff	(from https://html.vlthemes.me/mikael/assets/fonts/Inter/style.css)
